pdf_name,page,oare_id,link_sim,src_sentence,tgt_sentence
"Barjamovic, Gojko - A Historical Geography of Anatolia in the Old Assyrian Colony Period. CNIP 38, 2011.pdf",142,90e042f9-588b-c930-d5f8-f627c9de77c0,0.2745305355304069,I left\n16 in Mamma in the house of Merali son of Assur-imitti. Thereof,THE LANDS EAST OF KANES\nThe purpos...
"Barjamovic, Gojko - A Historical Geography of Anatolia in the Old Assyrian Colony Period. CNIP 38, 2011.pdf",325,099eb63c-4a3c-4bca-baf4-705a46083a49,0.2029971207448742,but the first time Tuhpiya appears only because a\ntrader in Kuburnat promised to pay his tithe to the Colony in Tuhpiya:\nWe collected l 112 minas of silver,THE LANDS NORTH AND WEST OF KANES\n...
"Barjamovic, Gojko - A Historical Geography of Anatolia in the Old Assyrian Colony Period. CNIP 38, 2011.pdf",325,099eb63c-4a3c-4bca-baf4-705a46083a49,0.2029971207448742,the tithe from PN I son of PN in Kubumat,327     CHAPTER 5:
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",35,2b421d8a-e794-c07a-d4b0-c0840387263f,0.27425871764942483,1.4 Running the Trade\n17\nin clay and sealed with the name of the addressee written on front. Hundreds of such dis-\npatches are silent witnesses to the use of caravans to carry mail.83\n\nIn addition to the use of the slow caravans to carry mail,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",35,2b421d8a-e794-c07a-d4b0-c0840387263f,0.27425871764942483,We are well. My goods are also well. We\nhave now left Timelkiya.84\nDuring the Ur III Empire,36      CHAPTER 1:
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",35,2b421d8a-e794-c07a-d4b0-c0840387263f,0.27425871764942483,a system of postal stations,The Infrastructure of Trade\n18\nši...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",45,58070538-43d7-4d44-8cdb-cbf1979c7454,0.204171057799077,1.6 Perils of Trade\n27\nIf losses occur in your land,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",45,58070538-43d7-4d44-8cdb-cbf1979c7454,0.204171057799077,you are to investigate them and recompense us. If there is\nbloodshed in your land,"CNI 38, 2011.pdf  46      CHAPTER 1:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",45,58070538-43d7-4d44-8cdb-cbf1979c7454,0.204171057799077,you are to extradite the murderers to us,The Infrastructure of Trade\n28\nte...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",45,58070538-43d7-4d44-8cdb-cbf1979c7454,0.204171057799077,how much was lost,The Infrastructure of Trade\n28\nte...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",46,1fbda578-84d6-42b5-880b-64eee0328ff8,0.29042544380307794,The Infrastructure of Trade\n28\ntendency to disrupt the trade. The fierce Anatolian winters would come early in some years\nand take the merchants by surprise:\nThe cold has caught up with us,"CNI 38, 2011.pdf  47      1.6  Perils of Trade\n29\nIf the days are cold..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",46,1fbda578-84d6-42b5-880b-64eee0328ff8,0.29042544380307794,and the caravan has suffered hunger. Your message and\nyour donkeys are well. Here the donkeys have been taken out,47      1.6  Perils of Trade\n29\nIf the days are cold...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",47,06c83b55-5caa-67d3-fc4d-65b87ee842ff,0.23477100655413652,1.6 Perils of Trade\n29\nIf the days are cold when this merchandise leaves (Assur),"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",47,06c83b55-5caa-67d3-fc4d-65b87ee842ff,0.23477100655413652,you must entrust Abu-šalim\nin the care whichever of our brothers that can bring him safely here,"CNI 38, 2011.pdf  48      CHAPTER 1:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",47,06c83b55-5caa-67d3-fc4d-65b87ee842ff,0.23477100655413652,and then let him\ndepart with (him). But if the days are hot he must not depart.126\nDercksen recently discussed the possibility that Assyrian caravans could have travelled dur-\ning the night during the summer months,The Infrastructure of Trade\n30\nTh...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",47,06c83b55-5caa-67d3-fc4d-65b87ee842ff,0.23477100655413652,as was common practice in many areas of the Near\nEast until recent times. However,48      CHAPTER 1:
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",48,2678d89d-992a-4e39-8f5c-ee4a31d5cdf2,0.19082610396165195,The Infrastructure of Trade\n30\nThe problematic word sikkātum,"CNI 38, 2011.pdf  49      1.6  Perils of Trade\n31\npended, and the merc..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",48,2678d89d-992a-4e39-8f5c-ee4a31d5cdf2,0.19082610396165195,the meaning of which has been much discussed,"49      1.6  Perils of Trade\n31\npended, and the merc..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",49,04d757de-27d8-42e3-8ad7-13c929511e0b,0.23441798111299733,1.6 Perils of Trade\n31\npended,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",49,04d757de-27d8-42e3-8ad7-13c929511e0b,0.23441798111299733,and the merchants hope that a new king will re-establish law and order. The king may\nhave died during a festival or a fair,"CNI 38, 2011.pdf  50      CHAPTER 1:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",49,04d757de-27d8-42e3-8ad7-13c929511e0b,0.23441798111299733,causing a fight among different factions fighting for the\nthrone. But his death in war seems more likely in light of the reference to the ensuing conflict.\nThe problem is how to understand the crucial verb maqātum,The Infrastructure of Trade\n32\nth...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",49,04d757de-27d8-42e3-8ad7-13c929511e0b,0.23441798111299733,which may equally well be\ntranslated as ‘to fall (upon)’,50      CHAPTER 1:
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",49,04d757de-27d8-42e3-8ad7-13c929511e0b,0.23441798111299733,and ‘to arrive (suddenly)’.\n\nA number of texts contain the phrase ‘the sikkātum has/is/will turn back’ (tuārum),The Infrastructure of Trade\n32\nth...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",56,347142ca-64f5-9315-24f8-75cf8b01c172,0.2571765024095408,38\nAppendix 1:\nAppendix 1.1\nSelected references to guides (rādium)\nKt 87/k 479,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",56,347142ca-64f5-9315-24f8-75cf8b01c172,0.2571765024095408,4-10\nÚ-lu-ma-il5 ra-dí-ú-um ša GAL sí-ki-tim\na-mì-ša-am i-la-kam ak-lam ma-la ù šé-ni-šu\nša-ki-il5-šu\nUlumail,"CNI 38, 2011.pdf  58      CHAPTER 1:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",56,347142ca-64f5-9315-24f8-75cf8b01c172,0.2571765024095408,the guide of the rabi sikkitim will\ngo there,Appendix 1:\n40\nKt n/k 211\na-na b...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",57,584131a3-a2d4-49d3-b7ae-96ecb5bad9f6,0.2346677935289835,Appendix 1.1\n39\nI 429\n1/2 GÍN KÙ.BABBAR a-ša tí-tù-ri\na-šu-mì dIM-ba-ni a-dí-in … 7 1/2 GÍN\nKÙ.BABBAR a-ša ma-ṣa-ra-tim áš-qúl 1\n1/2 GÍN KÙ.BABBAR a-na ra-dí-e ša pá-ni\nLi-bur-be-lí ú-ṣú-ú-ni a-dí-in\nI paid half a shekel of silver to the\nbridgekeeper on behalf of Adad-bani … I\npaid 7 1/2 shekels of silver for the guard. I\npaid 1 1/2 shekels of silver for the guides\nwho went out before Libir-Beli.\nICK 1,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",57,584131a3-a2d4-49d3-b7ae-96ecb5bad9f6,0.2346677935289835,15\n1 TÚG Dam-na ù A-šu-la ra-dí-ú ša a-na-\nkam ub-lu-ni-kum … a-šu-mì 1 TÚG ša ra-\ndí-ú ub-lu-ni-ku-ni té-er-ta-kà li-li-kam\nThe guides Damna and Ašula,"CNI 38, 2011.pdf  58      CHAPTER 1:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",57,584131a3-a2d4-49d3-b7ae-96ecb5bad9f6,0.2346677935289835,who are\nhere,Appendix 1:\n40\nKt n/k 211\na-na b...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",58,88d3d186-af44-3643-69f5-393624b2dab8,0.30978530261448556,together with\n[…]ṣiya,"Appendix 1:\n42\nBIN 4, 20\nKÙ.BABB..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",59,aec3cdac-816d-46fe-8957-708d10d75ad1,0.3514835470192321,Appendix 1.2\n41\nKt t/k 25\n5 MA.NA URUDU a-na ra-dí-im a-dí-in-\nma a-na ša-pá-at na-ri-im ú-šé-ra-ni mì-ma\na-nim i-na Wa-ah-šu-ša-na a-šu-mì pé-er-dim\nú-ša-qí-il5\nI gave 5 minas of copper to the guide,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",59,aec3cdac-816d-46fe-8957-708d10d75ad1,0.3514835470192321,and he\nled me down to the river. All this was paid in\nWahšušana because of the perdum.\nVS 26,"CNI 38, 2011.pdf  60      CHAPTER 1:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",60,d85421b6-8efa-0ccb-0562-872d794adc6b,0.3298368843360387,Appendix 1:\n42\nBIN 4,"CNI 38, 2011.pdf  61      Appendix 1.3\n43\nKt n/k 171\nAN.NA ma-lá ta-á..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",61,aa1477dc-3aeb-4f76-86c8-0bf1b0007d29,0.2844157917050626,Appendix 1.3\n43\nKt n/k 171\nAN.NA ma-lá ta-áš-a-ma-ni-ni ú šu-ma ša\nšé-ep I-ku-pì-a lu-qú-tí mì-ma ta-ra-dé iš-tí\nba-tí-qí-im té-er-ta-kà li-li-kam-ma\nLet your message come to me with a bātiqum\nabout all the tin you bought and whether\nyou lead in any of my merchandise that was\ntransported by Ikun-piya\nKt n/k 206\ni-na wa-ar-ki-tim i-li-kà-ma um-ma šu-ut-ma\nba-tí-qú-um a-ṣé-er a-bi-a i-ba-ší ṭup-pá-am\nlá-pí-ta-ma lu-ub-lu a-na-ku ú Ú-ṣur-ša-A-\nšur nu-lá-pí-sú-ma um-ma né-nu-ma a-lik\na-ba-tí-qí-im dí-in\nLater he came,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",61,aa1477dc-3aeb-4f76-86c8-0bf1b0007d29,0.2844157917050626,and said,"CNI 38, 2011.pdf  62      CHAPTER 1:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",61,aa1477dc-3aeb-4f76-86c8-0bf1b0007d29,0.2844157917050626,‘There is a bātiqum\n(leaving) for my father. Write a letter so that\nI may bring it’. I myself,"Appendix 1:\n44\nCCT 2, 20\na-ša-me..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",62,e42284e7-ca3b-ebe6-fa77-7d9aba3bbf6e,0.27817514691665235,Appendix 1:\n44\nCCT 2,"CNI 38, 2011.pdf  63      Appendix 1.4\n45\nKt 91/k 549\niš-té-et i-ri-q..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",63,c78a080e-a7ce-465e-adae-f02d047cf0f4,0.39894425581433207,we hired\nsome Kanešites and they will bring it to\nyou in a wagon … pay in all 21 shekels of\nsilver to the Kanešite transporters. Three\nbags of copper are under your seal – in all a\nwagon(load) … Here,"CNI 38, 2011.pdf  64      CHAPTER 1:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",65,4dd22d04-abf4-4186-8739-f0a5cdc52c98,0.3694853374899787,Appendix 1.4\n47\nCCT 5,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",65,4dd22d04-abf4-4186-8739-f0a5cdc52c98,0.3694853374899787,I paid one\nshekel of silver as baksheesh,Appendix 1:\n48\nKt n/k 1501\n1 GÍN...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",66,50f8ee73-aa81-b308-2740-946a3ee1d44f,0.4312748346454499,Appendix 1:\n48\nKt n/k 1501\n1 GÍN KÙ.BABBAR a-ša e-ri-qám ša <šu>-\num-ki iš-du-du-ni\n1 shekel of silver to those who drove the\nwagonload of onions.\nKt n/k 1884\n4 na-ru-uq ar-ša-tim 4 na-ru-uq še-um 2šé-na\ne-ri-qá-tim ša e-ṣí-im ṣí-ib-tám i-na-ar-pì-im\ni-du-nu\nThey will pay four sacks of barley,"CNI 38, 2011.pdf  67      Appendix 1.5\n49\nKt 87/k 370\n2 1/2 GÍN KÙ.BA..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",67,4fb0aca8-2ccd-4429-bef1-fe9999ce9b7b,0.3611672285102284,but two of his\ndonkeys with copper he loaded up to (go\nto) Wahšušana,"CNI 38, 2011.pdf  68      CHAPTER 1:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",67,4fb0aca8-2ccd-4429-bef1-fe9999ce9b7b,0.3611672285102284,and I led them out to the\nguardposts on the Ulama-road,Appendix 1:\n50\nKt b/k 665\n11 GÍN...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",69,90e042f9-588b-c930-d5f8-f627c9de77c0,0.35265272738701686,and leave together with the envoy\nwho brings the missive.\nOIP 27,"CNI 38, 2011.pdf  68      CHAPTER 1:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",69,90e042f9-588b-c930-d5f8-f627c9de77c0,0.35265272738701686,55\n8 1/2 GÍN KÙ.BABBAR a-ša ma-ṣa-ra-tim\n2 GÍN KÙ.BABBAR a-na ra-dí-im ša a-pá-\nni Li-bur-be-lí ú-ṣú-ú\nI paid half eight and a half shekel of silver\nfor the guard. I paid 2 shekels of silver for\nthe guides who went out before Libur-Bel\n(cf. I 429,Appendix 1:\n50\nKt b/k 665\n11 GÍN...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",114,dcd7f5c3-30c7-40cd-95a9-6d3b99571b61,0.2855521422975553,The Lands East of Kaneš\n96\n5 shekels less 1/4 per (talent) came on as dātum-fees,"CNI 38, 2011.pdf  115     4.1  Hahhum\n97\nAlthough the remainder of the..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",114,dcd7f5c3-30c7-40cd-95a9-6d3b99571b61,0.2855521422975553,amounting to 10 5/6 minas less 1\nshekel. The head-tax was 10 shekels. 6 1/2 shekels were the expenses for 2 top-packs\nfrom the City to Qaṭṭara,115     4.1  Hahhum\n97\nAlthough the remainder of the...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",116,8935b60d-ebaf-bece-bba5-84bf80324005,0.21172911369511255,"The Lands East of Kaneš\n98\n\nA general impression of the geography in the region is gained from the letter ARM 28.60,\nfound at Mari in Syria","CNI 38, 2011.pdf  117     4.1  Hahhum\n99\nA number of itineraries conne..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",117,d0abfdbf-3666-4143-8552-74656140fe85,0.3285949103710062,4.1 Hahhum\n99\nA number of itineraries connect Hahhum to Central Anatolia via Timelkiya,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",117,d0abfdbf-3666-4143-8552-74656140fe85,0.3285949103710062,son of Itur-ili that Damqaya brought from Hahhum\nto Timelkiya,116     CHAPTER 4:
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",117,d0abfdbf-3666-4143-8552-74656140fe85,0.3285949103710062,and which were entrusted to Iddin-Su’en in Timelkiya,The Lands East of Kaneš\n98\n\nA ge...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",128,40f1f15b-4df6-159e-6c39-fc251c436fc7,0.2558885520145935,The Lands East of Kaneš\n110\nTo Innaya from Aššur-reṣi. Since your message reached Zalpa,"CNI 38, 2011.pdf  129     4.2 Zalpa\n111\nAll four examples show that a ..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",129,72d88e8f-dc16-4653-8ac0-15d08bb7d2dc,0.2674314251831923,4.2 Zalpa\n111\nAll four examples show that a route led from Haqa to Zalpa.319 In turn,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",129,72d88e8f-dc16-4653-8ac0-15d08bb7d2dc,0.2674314251831923,two texts demonstrate\nthat Haqa was closely connected to Šimala,"CNI 38, 2011.pdf  130     CHAPTER 4:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",129,72d88e8f-dc16-4653-8ac0-15d08bb7d2dc,0.2674314251831923,a city that also figured in the Hahhum cluster. The\nletter kt 87/k 433 refers to Haqa and Šimala as two alternative termini on a route from Assur:\nMy tablets are in Haqa. Dear fathers,The Lands East of Kaneš\n112\n\nA f...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",129,72d88e8f-dc16-4653-8ac0-15d08bb7d2dc,0.2674314251831923,let them pay the silver,130     CHAPTER 4:
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",129,72d88e8f-dc16-4653-8ac0-15d08bb7d2dc,0.2674314251831923,seal it with your seals,The Lands East of Kaneš\n112\n\nA f...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",135,6a250d5d-4b02-4eda-be98-269e432060b2,0.2384235857835511,4.2 Zalpa\n117\nI wrote to you earlier,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",135,6a250d5d-4b02-4eda-be98-269e432060b2,0.2384235857835511,‘If your caravan is being packed,The Lands East of Kaneš\n118\n\nThe...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",135,6a250d5d-4b02-4eda-be98-269e432060b2,0.2384235857835511,then you too should pack\ntogether with your caravan,136     CHAPTER 4:
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",135,6a250d5d-4b02-4eda-be98-269e432060b2,0.2384235857835511,and choose textiles of good quality from the goods of the\nmerchant that you are carrying,The Lands East of Kaneš\n118\n\nThe...
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",139,8498307b-5d4a-4807-ab07-9fcad3c4c6ee,0.34069299112719265,4.2 Zalpa\n121\nLittle is known about ‘Assyrian Zalpa’ as a political and social entity apart from what has\nalready been said. As usual,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",139,8498307b-5d4a-4807-ab07-9fcad3c4c6ee,0.34069299112719265,the Assyrian traders tended their business,"CNI 38, 2011.pdf  141     4.3 tegarama\n123\nMamma is especially promine..."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",143,90e042f9-588b-c930-d5f8-f627c9de77c0,0.5179386539157762,4.3 tegarama\n125\nimplies that Kuššara was located further away from Mamma than Tegarama,"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period."
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",143,90e042f9-588b-c930-d5f8-f627c9de77c0,0.5179386539157762,though not nec-\nessarily on a direct route.\n\nThe final text connecting Mamma and Tegarama is a highly complex letter,"CNI 38, 2011.pdf  144     CHAPTER 4:"
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",143,90e042f9-588b-c930-d5f8-f627c9de77c0,0.5179386539157762,which is trans-\nlated here in its entirety in order to convey the extraordinary situation that led to the author’s\njourney between the two cities:\nTo Aššur-ennam from Šalim-Aššur. Out of the 114 textiles that you entrusted to me in\nAššur,The Lands East of Kaneš\n126\nload....
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",143,90e042f9-588b-c930-d5f8-f627c9de77c0,0.5179386539157762,2 ‘hand-textiles’ were sorted out as bad quality. Out of the (remainder),144     CHAPTER 4:
"Barjamovic, Gojko - A Historical Geography of Ancient Anatolia in the Assyrian Colony Period. CNI 38, 2011.pdf",143,90e042f9-588b-c930-d5f8-f627c9de77c0,0.5179386539157762,I left 16 in\nMamma in the house of Merali son of Aššur-imitti. Thereof,The Lands East of Kaneš\n126\nload....
